ARTICULO,NOMBRE_ARTICULO, PRECIO COSTO , precio 4% , Precio Ofrecido sin IVA , PRECIO 20% , PRECIO 30% , PRECIO 40% ,PRECIO 50%,PRECIO 60%,PRECIO 80%,PRECIO 100%,Cost per Drug,Profit Margin 
10010715,TERBIX 250 MG X 30 TABS," ₡1,170.00 "," ₡1,216.80 "," ₡1,345.50 "," ₡1,404.00 "," ₡1,521.00 "," ₡1,638.00 "," ₡1,755.00 "," ₡1,872.00 "," ₡2,106.00 "," ₡2,340.00 "," ₡2,749.50 ", (0.81)
50510030,TERMOMETRO DE CINTA MEDITEMP," ₡21,195.00 "," ₡22,042.80 "," ₡24,374.25 "," ₡25,434.00 "," ₡27,553.50 "," ₡29,673.00 "," ₡31,792.50 "," ₡33,912.00 "," ₡38,151.00 "," ₡42,390.00 "," ₡49,808.25 ", (0.81)
50510033,TERMOMETRO MEDITEMP KIDS," ₡15,980.39 "," ₡16,619.61 "," ₡18,377.45 "," ₡19,176.47 "," ₡20,774.51 "," ₡22,372.55 "," ₡23,970.59 "," ₡25,568.62 "," ₡28,764.70 "," ₡31,960.78 "," ₡37,553.92 ", (0.81)
16010094,TETRALISAL 150 MG*32," ₡1,696.08 "," ₡1,763.92 "," ₡1,950.49 "," ₡2,035.30 "," ₡2,204.90 "," ₡2,374.51 "," ₡2,544.12 "," ₡2,713.73 "," ₡3,052.94 "," ₡3,392.16 "," ₡3,985.79 ", (0.81)
10010718,TIAMINA PLUS X 200 TABS RAVEN," ₡2,080.00 "," ₡2,163.20 "," ₡2,392.00 "," ₡2,496.00 "," ₡2,704.00 "," ₡2,912.00 "," ₡3,120.00 "," ₡3,328.00 "," ₡3,744.00 "," ₡4,160.00 "," ₡4,888.00 ", (0.81)
16130027,TICOMICINA UG 15G, ₡495.58 , ₡515.40 , ₡569.92 , ₡594.70 , ₡644.25 , ₡693.81 , ₡743.37 , ₡792.93 , ₡892.04 , ₡991.16 ," ₡1,164.61 ", (0.81)
50520003,TIJERA MULTIUSO PLASTICO PUNTA ROMA, ₡897.06 , ₡932.94 ," ₡1,031.62 "," ₡1,076.47 "," ₡1,166.18 "," ₡1,255.88 "," ₡1,345.59 "," ₡1,435.30 "," ₡1,614.71 "," ₡1,794.12 "," ₡2,108.09 ", (0.81)
90970140,TIJERA WARRIOR 6 1/2''," ₡2,671.57 "," ₡2,778.43 "," ₡3,072.31 "," ₡3,205.88 "," ₡3,473.04 "," ₡3,740.20 "," ₡4,007.36 "," ₡4,274.51 "," ₡4,808.83 "," ₡5,343.14 "," ₡6,278.19 ", (0.81)
60130016,TIMEROSAL LACOFA 60 ML.," ₡12,647.06 "," ₡13,152.94 "," ₡14,544.12 "," ₡15,176.47 "," ₡16,441.18 "," ₡17,705.88 "," ₡18,970.59 "," ₡20,235.30 "," ₡22,764.71 "," ₡25,294.12 "," ₡29,720.59 ", (0.81)
10132140,TINIPROT LIQ 15 ML, ₡933.63 , ₡970.98 ," ₡1,073.67 "," ₡1,120.36 "," ₡1,213.72 "," ₡1,307.08 "," ₡1,400.45 "," ₡1,493.81 "," ₡1,680.53 "," ₡1,867.26 "," ₡2,194.03 ", (0.81)
14010046,TINOX 2.5 MG* 30 GYNOPHARM," ₡12,284.32 "," ₡12,775.69 "," ₡14,126.97 "," ₡14,741.18 "," ₡15,969.62 "," ₡17,198.05 "," ₡18,426.48 "," ₡19,654.91 "," ₡22,111.78 "," ₡24,568.64 "," ₡28,868.15 ", (0.81)
90970148,TINTA EPSON ERC-38NEGRA***, ₡486.73 , ₡506.20 , ₡559.74 , ₡584.08 , ₡632.75 , ₡681.42 , ₡730.10 , ₡778.77 , ₡876.11 , ₡973.46 ," ₡1,143.82 ", (0.81)
90970144,TINTA EPSON T-7741 NEGRA, ₡292.04 , ₡303.72 , ₡335.85 , ₡350.45 , ₡379.65 , ₡408.86 , ₡438.06 , ₡467.26 , ₡525.67 , ₡584.08 , ₡686.29 , (0.81)
90970145,TINTA PARA SELLOS NEGRA," ₡12,240.00 "," ₡12,729.60 "," ₡14,076.00 "," ₡14,688.00 "," ₡15,912.00 "," ₡17,136.00 "," ₡18,360.00 "," ₡19,584.00 "," ₡22,032.00 "," ₡24,480.00 "," ₡28,764.00 ", (0.81)
90970092,TINTA SELLO NEGRA 24 ML," ₡7,335.00 "," ₡7,628.40 "," ₡8,435.25 "," ₡8,802.00 "," ₡9,535.50 "," ₡10,269.00 "," ₡11,002.50 "," ₡11,736.00 "," ₡13,203.00 "," ₡14,670.00 "," ₡17,237.25 ", (0.81)
60130092,TINTURA D/YODO 2% LITRO," ₡16,500.00 "," ₡17,160.00 "," ₡18,975.00 "," ₡19,800.00 "," ₡21,450.00 "," ₡23,100.00 "," ₡24,750.00 "," ₡26,400.00 "," ₡29,700.00 "," ₡33,000.00 "," ₡38,775.00 ", (0.81)
50510038,TIRAS PRESTIGE FACIL * 50.," ₡9,080.00 "," ₡9,443.20 "," ₡10,442.00 "," ₡10,896.00 "," ₡11,804.00 "," ₡12,712.00 "," ₡13,620.00 "," ₡14,528.00 "," ₡16,344.00 "," ₡18,160.00 "," ₡21,338.00 ", (0.81)
50510092,TIRAS REACTIVAS ACU-CHEK ACTIVE X 50," ₡1,557.52 "," ₡1,619.82 "," ₡1,791.15 "," ₡1,869.02 "," ₡2,024.78 "," ₡2,180.53 "," ₡2,336.28 "," ₡2,492.03 "," ₡2,803.54 "," ₡3,115.04 "," ₡3,660.17 ", (0.81)
50510041,TIRAS TRUE TEST/TRUE 2GO TIRAS...," ₡4,455.88 "," ₡4,634.12 "," ₡5,124.26 "," ₡5,347.06 "," ₡5,792.64 "," ₡6,238.23 "," ₡6,683.82 "," ₡7,129.41 "," ₡8,020.58 "," ₡8,911.76 "," ₡10,471.32 ", (0.81)
90940526,TOALLA MANOS INTERF TORK UNIVERS 250 HS," ₡4,862.75 "," ₡5,057.26 "," ₡5,592.16 "," ₡5,835.30 "," ₡6,321.58 "," ₡6,807.85 "," ₡7,294.13 "," ₡7,780.40 "," ₡8,752.95 "," ₡9,725.50 "," ₡11,427.46 ", (0.81)
10010719,TOPRON 400 MG.*16 CAPS.," ₡8,068.63 "," ₡8,391.38 "," ₡9,278.92 "," ₡9,682.36 "," ₡10,489.22 "," ₡11,296.08 "," ₡12,102.95 "," ₡12,909.81 "," ₡14,523.53 "," ₡16,137.26 "," ₡18,961.28 ", (0.81)
10040152,TOPRON SUSP.120 ML., ₡570.80 , ₡593.63 , ₡656.42 , ₡684.96 , ₡742.04 , ₡799.12 , ₡856.20 , ₡913.28 ," ₡1,027.44 "," ₡1,141.60 "," ₡1,341.38 ", (0.81)
10070042,TOPTEAR GOTAS 10 ML.," ₡6,137.25 "," ₡6,382.74 "," ₡7,057.84 "," ₡7,364.70 "," ₡7,978.43 "," ₡8,592.15 "," ₡9,205.88 "," ₡9,819.60 "," ₡11,047.05 "," ₡12,274.50 "," ₡14,422.54 ", (0.81)
50520605,TORNIQUETE PLANO DE LATEX KM," ₡5,340.00 "," ₡5,553.60 "," ₡6,141.00 "," ₡6,408.00 "," ₡6,942.00 "," ₡7,476.00 "," ₡8,010.00 "," ₡8,544.00 "," ₡9,612.00 "," ₡10,680.00 "," ₡12,549.00 ", (0.81)
10011419,TORY ETORICOXIB 60*30 TAB," ₡2,441.18 "," ₡2,538.83 "," ₡2,807.36 "," ₡2,929.42 "," ₡3,173.53 "," ₡3,417.65 "," ₡3,661.77 "," ₡3,905.89 "," ₡4,394.12 "," ₡4,882.36 "," ₡5,736.77 ", (0.81)
10033178,TRABILIN -100 MG*2 ML*5 AMPOLLAS," ₡12,965.69 "," ₡13,484.32 "," ₡14,910.54 "," ₡15,558.83 "," ₡16,855.40 "," ₡18,151.97 "," ₡19,448.54 "," ₡20,745.10 "," ₡23,338.24 "," ₡25,931.38 "," ₡30,469.37 ", (0.81)
10033111,TRAMADOL 50 MG/ML ALCAMES *5 AMPOLLAS," ₡25,093.14 "," ₡26,096.87 "," ₡28,857.11 "," ₡30,111.77 "," ₡32,621.08 "," ₡35,130.40 "," ₡37,639.71 "," ₡40,149.02 "," ₡45,167.65 "," ₡50,186.28 "," ₡58,968.88 ", (0.81)
10010726,TRAMAL LONG 50 MG*10 TABS," ₡20,053.92 "," ₡20,856.08 "," ₡23,062.01 "," ₡24,064.70 "," ₡26,070.10 "," ₡28,075.49 "," ₡30,080.88 "," ₡32,086.27 "," ₡36,097.06 "," ₡40,107.84 "," ₡47,126.71 ", (0.81)
10010727,TRAYENTA 5 MG*30 TABLETAS," ₡12,485.29 "," ₡12,984.70 "," ₡14,358.08 "," ₡14,982.35 "," ₡16,230.88 "," ₡17,479.41 "," ₡18,727.94 "," ₡19,976.46 "," ₡22,473.52 "," ₡24,970.58 "," ₡29,340.43 ", (0.81)
10011292,"TRAYENTA DUO 2,5/ 1000 MG *60 TABLETAS"," ₡25,112.75 "," ₡26,117.26 "," ₡28,879.66 "," ₡30,135.30 "," ₡32,646.58 "," ₡35,157.85 "," ₡37,669.13 "," ₡40,180.40 "," ₡45,202.95 "," ₡50,225.50 "," ₡59,014.96 ", (0.81)
10070044,TRAZIDEX OFTENO 5ML," ₡28,504.90 "," ₡29,645.10 "," ₡32,780.64 "," ₡34,205.88 "," ₡37,056.37 "," ₡39,906.86 "," ₡42,757.35 "," ₡45,607.84 "," ₡51,308.82 "," ₡57,009.80 "," ₡66,986.52 ", (0.81)
10011802,TRILIPIX 135 MG * 30 CAPS," ₡25,632.35 "," ₡26,657.64 "," ₡29,477.20 "," ₡30,758.82 "," ₡33,322.06 "," ₡35,885.29 "," ₡38,448.53 "," ₡41,011.76 "," ₡46,138.23 "," ₡51,264.70 "," ₡60,236.02 ", (0.81)
10011356,"TRIPLIXAM 10MG/2,5 MG/10 MG*30 TABLETAS"," ₡25,632.35 "," ₡26,657.64 "," ₡29,477.20 "," ₡30,758.82 "," ₡33,322.06 "," ₡35,885.29 "," ₡38,448.53 "," ₡41,011.76 "," ₡46,138.23 "," ₡51,264.70 "," ₡60,236.02 ", (0.81)
10011400,"TRIPLIXAM 10MG/2,5MG/5MG *30 COMP"," ₡5,931.37 "," ₡6,168.62 "," ₡6,821.08 "," ₡7,117.64 "," ₡7,710.78 "," ₡8,303.92 "," ₡8,897.06 "," ₡9,490.19 "," ₡10,676.47 "," ₡11,862.74 "," ₡13,938.72 ", (0.81)
10011400,"TRIPLIXAM 10MG/2,5MG/5MG *30 COMP"," ₡23,100.00 "," ₡24,024.00 "," ₡26,565.00 "," ₡27,720.00 "," ₡30,030.00 "," ₡32,340.00 "," ₡34,650.00 "," ₡36,960.00 "," ₡41,580.00 "," ₡46,200.00 "," ₡54,285.00 ", (0.81)
10010724,TROFERIT 30 MG*15 TABLETAS," ₡5,049.02 "," ₡5,250.98 "," ₡5,806.37 "," ₡6,058.82 "," ₡6,563.73 "," ₡7,068.63 "," ₡7,573.53 "," ₡8,078.43 "," ₡9,088.24 "," ₡10,098.04 "," ₡11,865.20 ", (0.81)
50510136,TRUE RESULT GLUCOMETRO + CINTAS," ₡5,323.53 "," ₡5,536.47 "," ₡6,122.06 "," ₡6,388.24 "," ₡6,920.59 "," ₡7,452.94 "," ₡7,985.30 "," ₡8,517.65 "," ₡9,582.35 "," ₡10,647.06 "," ₡12,510.30 ", (0.81)
10050047,TUSILEXIL GOTAS PED.25ML," ₡2,610.62 "," ₡2,715.04 "," ₡3,002.21 "," ₡3,132.74 "," ₡3,393.81 "," ₡3,654.87 "," ₡3,915.93 "," ₡4,176.99 "," ₡4,699.12 "," ₡5,221.24 "," ₡6,134.96 ", (0.81)
10040155,TUSILEXIL JARABE 120 ML," ₡4,159.29 "," ₡4,325.66 "," ₡4,783.18 "," ₡4,991.15 "," ₡5,407.08 "," ₡5,823.01 "," ₡6,238.94 "," ₡6,654.86 "," ₡7,486.72 "," ₡8,318.58 "," ₡9,774.33 ", (0.81)
40421023,ULTRA COREGA 20 GRS," ₡4,769.91 "," ₡4,960.71 "," ₡5,485.40 "," ₡5,723.89 "," ₡6,200.88 "," ₡6,677.87 "," ₡7,154.87 "," ₡7,631.86 "," ₡8,585.84 "," ₡9,539.82 "," ₡11,209.29 ", (0.81)
40421005,ULTRA COREGA CREMA 40 GRS.," ₡7,509.80 "," ₡7,810.19 "," ₡8,636.27 "," ₡9,011.76 "," ₡9,762.74 "," ₡10,513.72 "," ₡11,264.70 "," ₡12,015.68 "," ₡13,517.64 "," ₡15,019.60 "," ₡17,648.03 ", (0.81)
40424598,ULTRA COREGA SABOR MENTA G," ₡14,774.34 "," ₡15,365.31 "," ₡16,990.49 "," ₡17,729.21 "," ₡19,206.64 "," ₡20,684.08 "," ₡22,161.51 "," ₡23,638.94 "," ₡26,593.81 "," ₡29,548.68 "," ₡34,719.70 ", (0.81)
10040264,ULTRAVIR 200MG/5ML GLOBAL FARMA 12 ML," ₡14,774.34 "," ₡15,365.31 "," ₡16,990.49 "," ₡17,729.21 "," ₡19,206.64 "," ₡20,684.08 "," ₡22,161.51 "," ₡23,638.94 "," ₡26,593.81 "," ₡29,548.68 "," ₡34,719.70 ", (0.81)
40410291,UMBRELLA CREMA 50+*60GR," ₡16,004.42 "," ₡16,644.60 "," ₡18,405.08 "," ₡19,205.30 "," ₡20,805.75 "," ₡22,406.19 "," ₡24,006.63 "," ₡25,607.07 "," ₡28,807.96 "," ₡32,008.84 "," ₡37,610.39 ", (0.81)
40410290,UMBRELLA GEL FPS 50," ₡9,017.70 "," ₡9,378.41 "," ₡10,370.36 "," ₡10,821.24 "," ₡11,723.01 "," ₡12,624.78 "," ₡13,526.55 "," ₡14,428.32 "," ₡16,231.86 "," ₡18,035.40 "," ₡21,191.60 ", (0.81)
40410917,UMBRELLA INTELLIGENT FLUIDO SPF 50+ 50GRAMOS.," ₡3,092.92 "," ₡3,216.64 "," ₡3,556.86 "," ₡3,711.50 "," ₡4,020.80 "," ₡4,330.09 "," ₡4,639.38 "," ₡4,948.67 "," ₡5,567.26 "," ₡6,185.84 "," ₡7,268.36 ", (0.81)
10010742,UMQUAN 20 MG*15 COMP.REC.," ₡3,181.42 "," ₡3,308.68 "," ₡3,658.63 "," ₡3,817.70 "," ₡4,135.85 "," ₡4,453.99 "," ₡4,772.13 "," ₡5,090.27 "," ₡5,726.56 "," ₡6,362.84 "," ₡7,476.34 ", (0.81)
60130021,UNG.DE CASCABEL 300 GRAMOS," ₡7,455.75 "," ₡7,753.98 "," ₡8,574.11 "," ₡8,946.90 "," ₡9,692.48 "," ₡10,438.05 "," ₡11,183.63 "," ₡11,929.20 "," ₡13,420.35 "," ₡14,911.50 "," ₡17,521.01 ", (0.81)
60130026,UNG.GLUCOSAMINA 300 GS," ₡7,384.96 "," ₡7,680.36 "," ₡8,492.70 "," ₡8,861.95 "," ₡9,600.45 "," ₡10,338.94 "," ₡11,077.44 "," ₡11,815.94 "," ₡13,292.93 "," ₡14,769.92 "," ₡17,354.66 ", (0.81)
40410451,"URIAGE D.S EMULSION T 40ML ( 1,35 OZ)"," ₡19,301.54 "," ₡20,073.60 "," ₡22,196.77 "," ₡23,161.85 "," ₡25,092.00 "," ₡27,022.16 "," ₡28,952.31 "," ₡30,882.46 "," ₡34,742.77 "," ₡38,603.08 "," ₡45,358.62 ", (0.81)
40410585,URIAGE D.S GEL NRTTOYANT 150ML ( 5OZ)," ₡9,699.12 "," ₡10,087.08 "," ₡11,153.99 "," ₡11,638.94 "," ₡12,608.86 "," ₡13,578.77 "," ₡14,548.68 "," ₡15,518.59 "," ₡17,458.42 "," ₡19,398.24 "," ₡22,792.93 ", (0.81)
14010068,UTROGESTAN  CAPSULAS 200MG*30," ₡4,509.80 "," ₡4,690.19 "," ₡5,186.27 "," ₡5,411.76 "," ₡5,862.74 "," ₡6,313.72 "," ₡6,764.70 "," ₡7,215.68 "," ₡8,117.64 "," ₡9,019.60 "," ₡10,598.03 ", (0.81)
40410781,UVEBLOCK CLEAN DERM SPF 30  40ML," ₡7,921.57 "," ₡8,238.43 "," ₡9,109.81 "," ₡9,505.88 "," ₡10,298.04 "," ₡11,090.20 "," ₡11,882.36 "," ₡12,674.51 "," ₡14,258.83 "," ₡15,843.14 "," ₡18,615.69 ", (0.81)
10033118,VALERPAN 1 ML*1 AMP," ₡30,137.25 "," ₡31,342.74 "," ₡34,657.84 "," ₡36,164.70 "," ₡39,178.43 "," ₡42,192.15 "," ₡45,205.88 "," ₡48,219.60 "," ₡54,247.05 "," ₡60,274.50 "," ₡70,822.54 ", (0.81)
10033119,VALERPAN 2 ML*1 AMP," ₡20,539.22 "," ₡21,360.79 "," ₡23,620.10 "," ₡24,647.06 "," ₡26,700.99 "," ₡28,754.91 "," ₡30,808.83 "," ₡32,862.75 "," ₡36,970.60 "," ₡41,078.44 "," ₡48,267.17 ", (0.81)
10010750,VALVIRAL LISAN 500 MG*42 TABS, ₡464.60 , ₡483.18 , ₡534.29 , ₡557.52 , ₡603.98 , ₡650.44 , ₡696.90 , ₡743.36 , ₡836.28 , ₡929.20 ," ₡1,091.81 ", (0.81)
10020038,VARTALON DUO 1500MG/1200MG *30 SOBRES," ₡1,597.35 "," ₡1,661.24 "," ₡1,836.95 "," ₡1,916.82 "," ₡2,076.56 "," ₡2,236.29 "," ₡2,396.03 "," ₡2,555.76 "," ₡2,875.23 "," ₡3,194.70 "," ₡3,753.77 ", (0.81)
40410389,VASELINA LIQUIDA QUIFLO 60 ML," ₡8,446.08 "," ₡8,783.92 "," ₡9,712.99 "," ₡10,135.30 "," ₡10,979.90 "," ₡11,824.51 "," ₡12,669.12 "," ₡13,513.73 "," ₡15,202.94 "," ₡16,892.16 "," ₡19,848.29 ", (0.81)
90940457,VASOS CONICOS P/AGUA *200," ₡19,156.86 "," ₡19,923.13 "," ₡22,030.39 "," ₡22,988.23 "," ₡24,903.92 "," ₡26,819.60 "," ₡28,735.29 "," ₡30,650.98 "," ₡34,482.35 "," ₡38,313.72 "," ₡45,018.62 ", (0.81)
10010754,VASSLUTEN 150 X 30 TABLETAS," ₡6,553.92 "," ₡6,816.08 "," ₡7,537.01 "," ₡7,864.70 "," ₡8,520.10 "," ₡9,175.49 "," ₡9,830.88 "," ₡10,486.27 "," ₡11,797.06 "," ₡13,107.84 "," ₡15,401.71 ", (0.81)
10011944,VASTAREL MR X 60 COMPRIMIDOS," ₡10,754.90 "," ₡11,185.10 "," ₡12,368.14 "," ₡12,905.88 "," ₡13,981.37 "," ₡15,056.86 "," ₡16,132.35 "," ₡17,207.84 "," ₡19,358.82 "," ₡21,509.80 "," ₡25,274.02 ", (0.81)
10120051,VAXIDUO * 5 OVULOS," ₡10,593.14 "," ₡11,016.87 "," ₡12,182.11 "," ₡12,711.77 "," ₡13,771.08 "," ₡14,830.40 "," ₡15,889.71 "," ₡16,949.02 "," ₡19,067.65 "," ₡21,186.28 "," ₡24,893.88 ", (0.81)
10120052,VAXIDUO * 7 OVULOS," ₡1,132.74 "," ₡1,178.05 "," ₡1,302.65 "," ₡1,359.29 "," ₡1,472.56 "," ₡1,585.84 "," ₡1,699.11 "," ₡1,812.38 "," ₡2,038.93 "," ₡2,265.48 "," ₡2,661.94 ", (0.81)
10011928,VEJICALM X 30 COMP," ₡1,130.00 "," ₡1,175.20 "," ₡1,299.50 "," ₡1,356.00 "," ₡1,469.00 "," ₡1,582.00 "," ₡1,695.00 "," ₡1,808.00 "," ₡2,034.00 "," ₡2,260.00 "," ₡2,655.50 ", (0.81)
50520293,VENDA COBAN AMARILLA 3*5," ₡1,130.00 "," ₡1,175.20 "," ₡1,299.50 "," ₡1,356.00 "," ₡1,469.00 "," ₡1,582.00 "," ₡1,695.00 "," ₡1,808.00 "," ₡2,034.00 "," ₡2,260.00 "," ₡2,655.50 ", (0.81)
50520295,VENDA COBAN AZUL 3*5.," ₡1,130.00 "," ₡1,175.20 "," ₡1,299.50 "," ₡1,356.00 "," ₡1,469.00 "," ₡1,582.00 "," ₡1,695.00 "," ₡1,808.00 "," ₡2,034.00 "," ₡2,260.00 "," ₡2,655.50 ", (0.81)
50520296,VENDA COBAN ROJO 3*5," ₡1,130.00 "," ₡1,175.20 "," ₡1,299.50 "," ₡1,356.00 "," ₡1,469.00 "," ₡1,582.00 "," ₡1,695.00 "," ₡1,808.00 "," ₡2,034.00 "," ₡2,260.00 "," ₡2,655.50 ", (0.81)
50520311,VENDA COBAN SURQUI NEGRA," ₡1,140.00 "," ₡1,185.60 "," ₡1,311.00 "," ₡1,368.00 "," ₡1,482.00 "," ₡1,596.00 "," ₡1,710.00 "," ₡1,824.00 "," ₡2,052.00 "," ₡2,280.00 "," ₡2,679.00 ", (0.81)
50520644,VENDA COBAN SURQUI ROSADA, ₡890.00 , ₡925.60 ," ₡1,023.50 "," ₡1,068.00 "," ₡1,157.00 "," ₡1,246.00 "," ₡1,335.00 "," ₡1,424.00 "," ₡1,602.00 "," ₡1,780.00 "," ₡2,091.50 ", (0.81)
50520300,VENDA ELASTICA  4 KENDAL, ₡420.00 , ₡436.80 , ₡483.00 , ₡504.00 , ₡546.00 , ₡588.00 , ₡630.00 , ₡672.00 , ₡756.00 , ₡840.00 , ₡987.00 , (0.81)
50520298,VENDA ELASTICA 2 KENDAL," ₡1,132.74 "," ₡1,178.05 "," ₡1,302.65 "," ₡1,359.29 "," ₡1,472.56 "," ₡1,585.84 "," ₡1,699.11 "," ₡1,812.38 "," ₡2,038.93 "," ₡2,265.48 "," ₡2,661.94 ", (0.81)
50522678,VENDA ELASTICA 2'' DUKAL," ₡1,640.00 "," ₡1,705.60 "," ₡1,886.00 "," ₡1,968.00 "," ₡2,132.00 "," ₡2,296.00 "," ₡2,460.00 "," ₡2,624.00 "," ₡2,952.00 "," ₡3,280.00 "," ₡3,854.00 ", (0.81)
50520618,"VENDA ELASTICA SURQUI NARANJA 7,5X4,5"," ₡17,955.88 "," ₡18,674.12 "," ₡20,649.26 "," ₡21,547.06 "," ₡23,342.64 "," ₡25,138.23 "," ₡26,933.82 "," ₡28,729.41 "," ₡32,320.58 "," ₡35,911.76 "," ₡42,196.32 ", (0.81)
50520292,VENDA NEXCARE 3*5 3M 1198," ₡8,946.08 "," ₡9,303.92 "," ₡10,287.99 "," ₡10,735.30 "," ₡11,629.90 "," ₡12,524.51 "," ₡13,419.12 "," ₡14,313.73 "," ₡16,102.94 "," ₡17,892.16 "," ₡21,023.29 ", (0.81)
10010761,VENOSM1L *60 CAPS.," ₡9,004.90 "," ₡9,365.10 "," ₡10,355.64 "," ₡10,805.88 "," ₡11,706.37 "," ₡12,606.86 "," ₡13,507.35 "," ₡14,407.84 "," ₡16,208.82 "," ₡18,009.80 "," ₡21,161.52 ", (0.81)
10132148,VENOSMIL GEL 60 G," ₡8,901.96 "," ₡9,258.04 "," ₡10,237.25 "," ₡10,682.35 "," ₡11,572.55 "," ₡12,462.74 "," ₡13,352.94 "," ₡14,243.14 "," ₡16,023.53 "," ₡17,803.92 "," ₡20,919.61 ", (0.81)
10010763,VENTILAR 10 MG*10 TABS," ₡9,004.90 "," ₡9,365.10 "," ₡10,355.64 "," ₡10,805.88 "," ₡11,706.37 "," ₡12,606.86 "," ₡13,507.35 "," ₡14,407.84 "," ₡16,208.82 "," ₡18,009.80 "," ₡21,161.52 ", (0.81)
10010760,VENTILAR 4 MG * 10 TABS SABOR NARANJA," ₡3,862.75 "," ₡4,017.26 "," ₡4,442.16 "," ₡4,635.30 "," ₡5,021.58 "," ₡5,407.85 "," ₡5,794.13 "," ₡6,180.40 "," ₡6,952.95 "," ₡7,725.50 "," ₡9,077.46 ", (0.81)
10010762,VENTILAR 5 MG*10 TABS," ₡2,274.51 "," ₡2,365.49 "," ₡2,615.69 "," ₡2,729.41 "," ₡2,956.86 "," ₡3,184.31 "," ₡3,411.77 "," ₡3,639.22 "," ₡4,094.12 "," ₡4,549.02 "," ₡5,345.10 ", (0.81)
15010059,VERIUX JET 100MG *2 TABS MAST ," ₡22,887.25 "," ₡23,802.74 "," ₡26,320.34 "," ₡27,464.70 "," ₡29,753.43 "," ₡32,042.15 "," ₡34,330.88 "," ₡36,619.60 "," ₡41,197.05 "," ₡45,774.50 "," ₡53,785.04 ", (0.81)
15010058,VERIUX JET 50MG *2 TABS MAST ," ₡8,681.37 "," ₡9,028.62 "," ₡9,983.58 "," ₡10,417.64 "," ₡11,285.78 "," ₡12,153.92 "," ₡13,022.06 "," ₡13,890.19 "," ₡15,626.47 "," ₡17,362.74 "," ₡20,401.22 ", (0.81)
15010019,VIAGRA 50 MG* 4 TABS 3*1," ₡4,279.41 "," ₡4,450.59 "," ₡4,921.32 "," ₡5,135.29 "," ₡5,563.23 "," ₡5,991.17 "," ₡6,419.12 "," ₡6,847.06 "," ₡7,702.94 "," ₡8,558.82 "," ₡10,056.61 ", (0.81)
10010767,VIAJESAN CALOX DISP*120 TABS.," ₡4,504.42 "," ₡4,684.60 "," ₡5,180.08 "," ₡5,405.30 "," ₡5,855.75 "," ₡6,306.19 "," ₡6,756.63 "," ₡7,207.07 "," ₡8,107.96 "," ₡9,008.84 "," ₡10,585.39 ", (0.81)
10040193,VICK FORMULA 44 ADULTO/NIÑO MIEL 120 ML," ₡5,300.88 "," ₡5,512.92 "," ₡6,096.01 "," ₡6,361.06 "," ₡6,891.14 "," ₡7,421.23 "," ₡7,951.32 "," ₡8,481.41 "," ₡9,541.58 "," ₡10,601.76 "," ₡12,457.07 ", (0.81)
10011342,VICK LIMON *24 SOBRES," ₡2,500.00 "," ₡2,600.00 "," ₡2,875.00 "," ₡3,000.00 "," ₡3,250.00 "," ₡3,500.00 "," ₡3,750.00 "," ₡4,000.00 "," ₡4,500.00 "," ₡5,000.00 "," ₡5,875.00 ", (0.81)
10010894,VICK MENTOL * 24 SOBRES," ₡4,833.33 "," ₡5,026.66 "," ₡5,558.33 "," ₡5,800.00 "," ₡6,283.33 "," ₡6,766.66 "," ₡7,250.00 "," ₡7,733.33 "," ₡8,699.99 "," ₡9,666.66 "," ₡11,358.33 ", (0.81)
10132390,VICK VAPORUB UNG 100 GRS," ₡5,259.80 "," ₡5,470.19 "," ₡6,048.77 "," ₡6,311.76 "," ₡6,837.74 "," ₡7,363.72 "," ₡7,889.70 "," ₡8,415.68 "," ₡9,467.64 "," ₡10,519.60 "," ₡12,360.53 ", (0.81)
15010018,VIGORIS 20 MG*4 TABS," ₡1,880.00 "," ₡1,955.20 "," ₡2,162.00 "," ₡2,256.00 "," ₡2,444.00 "," ₡2,632.00 "," ₡2,820.00 "," ₡3,008.00 "," ₡3,384.00 "," ₡3,760.00 "," ₡4,418.00 ", (0.81)
10050051,VIRAZOLE PEDIATRICO GOTAS 15ML," ₡4,275.00 "," ₡4,446.00 "," ₡4,916.25 "," ₡5,130.00 "," ₡5,557.50 "," ₡5,985.00 "," ₡6,412.50 "," ₡6,840.00 "," ₡7,695.00 "," ₡8,550.00 "," ₡10,046.25 ", (0.81)
50520325,VISION CARE 100 ML., ₡980.00 ," ₡1,019.20 "," ₡1,127.00 "," ₡1,176.00 "," ₡1,274.00 "," ₡1,372.00 "," ₡1,470.00 "," ₡1,568.00 "," ₡1,764.00 "," ₡1,960.00 "," ₡2,303.00 ", (0.81)
50520324,VISION CARE 350 ML.," ₡4,491.15 "," ₡4,670.80 "," ₡5,164.82 "," ₡5,389.38 "," ₡5,838.50 "," ₡6,287.61 "," ₡6,736.73 "," ₡7,185.84 "," ₡8,084.07 "," ₡8,982.30 "," ₡10,554.20 ", (0.81)
50520374,VISION CARE 60ML," ₡3,765.49 "," ₡3,916.11 "," ₡4,330.31 "," ₡4,518.59 "," ₡4,895.14 "," ₡5,271.69 "," ₡5,648.24 "," ₡6,024.78 "," ₡6,777.88 "," ₡7,530.98 "," ₡8,848.90 ", (0.81)
